individuals,individual0,individual0,individual0,individual0,individual0,individual0,individual0,individual0,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual9,individual9,individual9,individual9,individual9,individual9,individual9,individual9,individual10,individual10,individual10,individual10,individual10,individual10,individual10,individual10,individual11,individual11,individual11,individual11,individual11,individual11,individual11,individual11,individual12,individual12,individual12,individual12,individual12,individual12,individual12,individual12,individual13,individual13,individual13,individual13,individual13,individual13,individual13,individual13,individual14,individual14,individual14,individual14,individual14,individual14,individual14,individual14,individual15,individual15,individual15,individual15,individual15,individual15,individual15,individual15,individual16,individual16,individual16,individual16,individual16,individual16,individual16,individual16,individual17,individual17,individual17,individual17,individual17,individual17,individual17,individual17,individual18,individual18,individual18,individual18,individual18,individual18,individual18,individual18,individual19,individual19,individual19,individual19,individual19,individual19,individual19,individual19,individual20,individual20,individual20,individual20,individual20,individual20,individual20,individual20,individual21,individual21,individual21,individual21,individual21,individual21,individual21,individual21,individual22,individual22,individual22,individual22,individual22,individual22,individual22,individual22,individual23,individual23,individual23,individual23,individual23,individual23,individual23,individual23,individual24,individual24,individual24,individual24,individual24,individual24,individual24,individual24,individual25,individual25,individual25,individual25,individual25,individual25,individual25,individual25,individual26,individual26,individual26,individual26,individual26,individual26,individual26,individual26,individual27,individual27,individual27,individual27,individual27,individual27,individual27,individual27,individual28,individual28,individual28,individual28,individual28,individual28,individual28,individual28,individual29,individual29,individual29,individual29,individual29,individual29,individual29,individual29,individual30,individual30,individual30,individual30,individual30,individual30,individual30,individual30,individual31,individual31,individual31,individual31,individual31,individual31,individual31,individual31,individual32,individual32,individual32,individual32,individual32,individual32,individual32,individual32,individual33,individual33,individual33,individual33,individual33,individual33,individual33,individual33,individual34,individual34,individual34,individual34,individual34,individual34,individual34,individual34,individual35,individual35,individual35,individual35,individual35,individual35,individual35,individual35,individual36,individual36,individual36,individual36,individual36,individual36,individual36,individual36,individual37,individual37,individual37,individual37,individual37,individual37,individual37,individual37,individual38,individual38,individual38,individual38,individual38,individual38,individual38,individual38,individual39,individual39,individual39,individual39,individual39,individual39,individual39,individual39,individual40,individual40,individual40,individual40,individual40,individual40,individual40,individual40,individual41,individual41,individual41,individual41,individual41,individual41,individual41,individual41,individual42,individual42,individual42,individual42,individual42,individual42,individual42,individual42,individual43,individual43,individual43,individual43,individual43,individual43,individual43,individual43,individual44,individual44,individual44,individual44,individual44,individual44,individual44,individual44,individual45,individual45,individual45,individual45,individual45,individual45,individual45,individual45,individual46,individual46,individual46,individual46,individual46,individual46,individual46,individual46,individual47,individual47,individual47,individual47,individual47,individual47,individual47,individual47,individual48,individual48,individual48,individual48,individual48,individual48,individual48,individual48,individual49,individual49,individual49,individual49,individual49,individual49,individual49,individual49,individual50,individual50,individual50,individual50,individual50,individual50,individual50,individual50,individual51,individual51,individual51,individual51,individual51,individual51,individual51,individual51,individual52,individual52,individual52,individual52,individual52,individual52,individual52,individual52,individual53,individual53,individual53,individual53,individual53,individual53,individual53,individual53,individual54,individual54,individual54,individual54,individual54,individual54,individual54,individual54,individual55,individual55,individual55,individual55,individual55,individual55,individual55,individual55,individual56,individual56,individual56,individual56,individual56,individual56,individual56,individual56,individual57,individual57,individual57,individual57,individual57,individual57,individual57,individual57,individual58,individual58,individual58,individual58,individual58,individual58,individual58,individual58,individual59,individual59,individual59,individual59,individual59,individual59,individual59,individual59,individual60,individual60,individual60,individual60,individual60,individual60,individual60,individual60,individual61,individual61,individual61,individual61,individual61,individual61,individual61,individual61,individual62,individual62,individual62,individual62,individual62,individual62,individual62,individual62,individual63,individual63,individual63,individual63,individual63,individual63,individual63,individual63
878,1264.0281030444964,,1413.0,,1351.0,1177.0,1500.0,1326.0,1424.043795620438,,1884.197080291971,,1511.0,1337.0,1971.0,1797.0,1686.9473684210527,,1335.7831578947369,,1773.0,1599.0,1422.0,1248.0,1687.2814498933901,,1049.4733475479745,,1774.0,1600.0,1136.0,962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,1265.3627684964201,,1412.7971360381862,,1352.0,1178.0,1499.0,1325.0,1424.6077481840193,,1885.1113801452784,,1511.0,1337.0,1972.0,1798.0,1687.6631355932204,,1335.824152542373,,1774.0,1600.0,1422.0,1248.0,1685.8283898305085,,1049.9745762711864,,1772.0,1598.0,1136.0,962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,1266.8408551068883,,1412.4109263657958,,1353.0,1179.0,1499.0,1325.0,1424.997613365155,,1886.0692124105012,,1511.0,1337.0,1973.0,1799.0,1688.7573221757323,,1335.6799163179917,,1775.0,1601.0,1422.0,1248.0,1684.2938689217758,,1050.3932346723045,,1771.0,1597.0,1137.0,963.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,1268.7387173396673,,1411.9192399049882,,1355.0,1181.0,1498.0,1324.0,1425.4951923076924,,1887.0625,,1512.0,1338.0,1974.0,1800.0,1689.25786163522,,1335.6960167714885,,1776.0,1602.0,1422.0,1248.0,1683.1506276150628,,1050.9456066945606,,1770.0,1596.0,1137.0,963.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,1270.3924349881797,,1411.2624113475176,,1357.0,1183.0,1498.0,1324.0,1425.964200477327,,1887.7231503579953,,1512.0,1338.0,1974.0,1800.0,1690.7091295116772,,1335.4501061571125,,1777.0,1603.0,1422.0,1248.0,1682.4375,,1051.4145833333334,,1769.0,1595.0,1138.0,964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,1271.936170212766,,1410.4326241134752,,1358.0,1184.0,1497.0,1323.0,1426.4653937947494,,1888.7613365155132,,1513.0,1339.0,1975.0,1801.0,1692.0632911392406,,1335.2637130801688,,1779.0,1605.0,1422.0,1248.0,1681.4493670886077,,1052.0084388185653,,1768.0,1594.0,1139.0,965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,1273.1352657004832,,1409.8623188405797,,1360.0,1186.0,1496.0,1322.0,1426.8816425120774,,1889.683574879227,,1513.0,1339.0,1976.0,1802.0,1693.71974522293,,1334.9745222929937,,1780.0,1606.0,1421.0,1247.0,1680.7,,1052.4375,,1767.0,1593.0,1139.0,965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,1274.2018779342723,,1409.3990610328638,,1361.0,1187.0,1496.0,1322.0,1427.2673031026252,,1890.5178997613366,,1514.0,1340.0,1977.0,1803.0,1695.2194092827003,,1334.6286919831223,,1782.0,1608.0,1421.0,1247.0,1679.6813417190776,,1052.9643605870021,,1766.0,1592.0,1139.0,965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,1275.0263157894738,,1408.933014354067,,1362.0,1188.0,1495.0,1321.0,1427.7253012048193,,1891.6915662650601,,1514.0,1340.0,1978.0,1804.0,1696.6484210526316,,1334.258947368421,,1783.0,1609.0,1421.0,1247.0,1678.5662393162393,,1053.3076923076924,,1765.0,1591.0,1140.0,966.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,1276.1148325358852,,1408.1387559808613,,1363.0,1189.0,1495.0,1321.0,1428.1918465227818,,1892.3333333333333,,1515.0,1341.0,1979.0,1805.0,1697.5604166666667,,1333.9229166666667,,1784.0,1610.0,1420.0,1246.0,1677.4767932489451,,1054.0042194092828,,1764.0,1590.0,1141.0,967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,1277.0238095238096,,1407.4809523809524,,1364.0,1190.0,1494.0,1320.0,1428.7303102625299,,1893.1933174224343,,1515.0,1341.0,1980.0,1806.0,1698.4137214137213,,1333.7567567567567,,1785.0,1611.0,1420.0,1246.0,1676.908315565032,,1054.402985074627,,1763.0,1589.0,1141.0,967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,1278.458432304038,,1406.5083135391924,,1365.0,1191.0,1493.0,1319.0,1428.853717026379,,1893.8153477218225,,1515.0,1341.0,1980.0,1806.0,1699.4315789473685,,1333.4147368421052,,1786.0,1612.0,1420.0,1246.0,1675.8265524625267,,1054.8865096359743,,1762.0,1588.0,1141.0,967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,1279.2903981264637,,1405.8126463700235,,1366.0,1192.0,1492.0,1318.0,1429.0433734939759,,1894.556626506024,,1516.0,1342.0,1981.0,1807.0,1700.4285714285713,,1333.159420289855,,1787.0,1613.0,1420.0,1246.0,1675.221052631579,,1055.3663157894737,,1762.0,1588.0,1142.0,968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,1280.2191142191143,,1405.118881118881,,1367.0,1193.0,1492.0,1318.0,1429.301703163017,,1895.1630170316303,,1516.0,1342.0,1982.0,1808.0,1701.3039014373717,,1332.946611909651,,1788.0,1614.0,1419.0,1245.0,1674.44769874477,,1055.8430962343095,,1761.0,1587.0,1142.0,968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,1281.3255813953488,,1404.1162790697674,,1368.0,1194.0,1491.0,1317.0,1429.4768856447688,,1895.7712895377128,,1516.0,1342.0,1982.0,1808.0,1702.5702479338843,,1332.6921487603306,,1789.0,1615.0,1419.0,1245.0,1673.531512605042,,1056.4054621848738,,1760.0,1586.0,1143.0,969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,1281.951048951049,,1403.5314685314686,,1368.0,1194.0,1490.0,1316.0,1429.9638554216867,,1896.5301204819277,,1516.0,1342.0,1983.0,1809.0,1703.4894957983192,,1332.3382352941176,,1790.0,1616.0,1419.0,1245.0,1672.6066945606694,,1056.8995815899582,,1759.0,1585.0,1143.0,969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,1283.0023529411765,,1402.7129411764706,,1370.0,1196.0,1489.0,1315.0,1430.612048192771,,1897.744578313253,,1517.0,1343.0,1984.0,1810.0,1704.3229166666667,,1332.1041666666667,,1791.0,1617.0,1419.0,1245.0,1672.0588235294117,,1057.264705882353,,1759.0,1585.0,1144.0,970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,1283.777251184834,,1401.9763033175354,,1370.0,1196.0,1488.0,1314.0,1431.054892601432,,1898.5346062052506,,1518.0,1344.0,1985.0,1811.0,1705.3752577319588,,1331.9237113402062,,1792.0,1618.0,1418.0,1244.0,1671.6041666666667,,1057.4104166666666,,1758.0,1584.0,1144.0,970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
